			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000558_INT	LTR	Gypsy	2468	2588	2064	5021	0	1376	6025	22581	35892	2733	8197	3848	16755	163	6076	0	663	0	2943	0	0	0	0	0	989	0	605	605	0	1032	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000686_LTR	LTR	Copia	499	0	0	486	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000110	DNA	Helitron	8145	176	0	0	104	0	1265	67	144	0	217	0	167	0	101	259	115	0	0	76	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000888	DNA	DTA	3086	651	84	526	863	0	511	255	0	0	0	0	91	255	91	39	0	156	0	0	478	0	227	0	205	140	0	0	446	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000683_INT	LTR	Gypsy	4668	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	1435	0	0	2168	0	0	384	534	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000631	DNA	Helitron	0	0	0	0	812	103	602	1019	1165	1216	337	0	0	0	197	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000612_INT	LTR	unknown	2909	2077	10041	1780	595	1728	954	1038	209	316	384	385	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000779	DNA	Helitron	0	0	0	620	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000478_LTR	LTR	Copia	556	280	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000811_INT	LTR	Copia	4237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449	0	148	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000453_INT	LTR	Gypsy	36	813	2100	0	16674	19109	27078	7204	21734	33557	7958	57	0	1468	0	0	8846	3721	758	0	364	0	57	0	0	0	0	0	5662	0	0	393	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000817_LTR	LTR	Copia	509	0	0	509	0	0	0	0	964	466	0	1429	0	0	521	0	72	95	82	446	0	160	0	0	373	160	160	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000222	DNA	Helitron	4509	0	1315	0	0	10893	11099	1450	1334	677	457	457	1442	1833	1079	890	2117	2824	3958	2190	1186	428	873	298	0	175	172	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000430_INT	LTR	Copia	5292	0	0	3186	9492	4219	7385	4326	3404	0	50	125	586	681	3359	168	370	247	331	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000590	DNA	Helitron	2494	0	0	0	0	0	0	0	46	0	0	0	48	0	0	123	70	0	0	623	0	334	91	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000540_LTR	LTR	Copia	1018	0	2036	0	0	0	0	492	0	0	516	0	1025	0	0	0	0	0	336	80	246	591	854	427	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000768_INT	LTR	Gypsy	4570	0	3995	0	2158	7500	5414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000026	DNA	Helitron	8826	1918	1084	2610	6697	1369	183	1822	1126	168	566	210	462	1072	1385	863	2241	2568	2417	3119	2241	957	2120	2258	1954	1896	523	360	576	105	339	565	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000483_INT	LTR	Copia	4153	0	0	0	0	0	0	0	4191	4197	0	0	0	0	0	0	0	0	0	0	0	0	241	0	3375	0	2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000374	DNA	DTM	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000363	DNA	Helitron	3625	0	0	0	0	2726	150	0	0	0	311	410	51	175	121	0	386	308	192	241	0	244	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000575	DNA	DTT	1190	0	0	0	0	0	96	40	0	0	0	92	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000219	DNA	DTC	2870	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	56	75	0	0	0	0	0	0	170	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000121	DNA	DTH	3548	0	0	61	45	0	159	205	45	286	304	445	97	0	174	0	0	0	107	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000412	DNA	Helitron	0	625	0	938	1795	1136	567	1769	4821	10492	2289	1845	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000522_INT	LTR	Copia	9002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	13508	0	0	0	0	636	0	290	383	2725	3489	3800	0	1513	229	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000188	DNA	Helitron	8769	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	111	0	157	82	550	157	0	105	139	107	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000190	DNA	DTH	618	187	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000300	DNA	Helitron	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000129	DNA	Helitron	5405	0	975	0	0	0	0	78	75	75	685	60	10	7	255	284	210	359	143	146	229	0	0	66	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000593_INT	LTR	Copia	4158	0	0	0	0	0	0	0	0	0	0	0	0	0	3862	0	0	0	0	0	0	0	415	4456	4655	0	0	0	166	472	2876	0	393	1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000545	MITE	DTM	176	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000414	DNA	DTC	0	0	120	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000617	MITE	DTM	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000636	DNA	DTM	3209	0	2807	0	368	0	0	0	0	0	0	0	0	0	0	0	0	2630	1665	169	158	854	73	350	159	0	304	0	1156	341	0	849	88	0	68	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000196	DNA	DTC	413	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000278	DNA	Helitron	9989	76	5048	7506	3757	18282	12639	13662	32251	3937	9208	432	298	1551	768	2287	7086	1995	4260	2294	1193	1901	3014	2423	322	2591	2273	841	979	1290	2811	2550	1496	1336	623	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000432	MITE	DTM	94	94	0	0	0	0	0	0	0	0	48	108	92	0	146	0	0	23	0	0	54	0	65	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000581_LTR	LTR	Copia	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000639_INT	LTR	Gypsy	3774	3713	706	5483	10501	6094	509	17708	10857	4745	7119	6696	14096	5431	5492	6654	11473	8853	4806	12057	3811	3380	95	1586	1756	2061	0	0	177	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000738_LTR	LTR	Gypsy	321	320	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000271	DNA	Helitron	4772	1560	0	767	0	0	0	852	0	348	419	616	423	1210	1680	820	1459	0	341	352	550	0	0	0	90	0	134	935	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000567	DNA	DTC	0	0	5440	3805	2016	0	49	0	37	0	788	2976	0	876	0	211	0	0	211	0	0	163	228	0	51	0	231	314	520	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000171	DNA	DTM	2088	0	0	94	106	332	216	0	100	0	0	183	0	92	410	0	0	109	132	693	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000909	DNA	DTC	1430	0	0	0	0	0	0	658	104	0	0	0	0	0	42	1394	186	0	517	294	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000206	DNA	Helitron	10029	164	1039	3968	1897	676	831	753	1995	435	870	0	1101	1507	521	152	956	912	988	177	677	226	191	14	104	109	116	0	355	377	373	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000803	DNA	DTM	1011	500	518	0	0	0	0	0	1503	0	57	536	234	0	0	268	238	0	476	96	156	472	228	253	493	40	93	146	140	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000572	DNA	Helitron	1007	0	0	1011	0	1007	0	0	2536	826	0	1001	0	4045	0	1690	995	805	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000285	DNA	DTM	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000002	DNA	Helitron	13411	0	798	0	62	0	0	0	50	0	0	0	0	89	60	0	127	132	150	190	118	0	377	147	1100	2107	643	165	0	149	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000079	DNA	Helitron	9576	3711	0	0	136	145	362	0	100	170	519	178	313	1765	3777	1666	1115	2118	4309	3120	2096	3173	1683	1916	1817	2413	1866	2869	2372	7073	2699	2895	3736	1416	571	214	0	568	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000185	DNA	Helitron	6898	0	46	0	0	70	0	0	0	684	80	12	0	0	408	130	376	0	0	582	371	200	389	129	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000439_INT	LTR	Copia	21173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000230	MITE	DTC	217	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000416	MITE	DTM	640	0	0	0	0	0	0	0	0	211	0	0	0	0	49	0	0	0	54	0	166	89	31	64	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000461_INT	LTR	Copia	4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	4254	0	0	0	1433	884	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000723	DNA	Helitron	1756	0	0	3495	2314	3928	2818	0	46	865	0	0	0	0	0	167	550	86	1259	143	485	1134	467	233	124	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000000	DNA	DTC	1815	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000807	DNA	Helitron	7201	0	0	0	0	0	0	7112	16395	2032	7109	4486	2396	3105	0	5451	0	0	667	96	213	0	0	281	0	0	73	568	270	1549	0	0	111	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000250	DNA	DTH	795	164	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000813_LTR	LTR	Copia	766	0	0	764	0	0	0	0	0	216	0	0	520	89	0	0	0	209	286	364	201	62	0	1265	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000050	DNA	Helitron	12750	16048	8275	231	12330	4727	8383	5416	12285	7793	213	1862	546	5880	5362	1629	8200	19252	13067	1840	1422	4435	4596	5028	3558	3232	894	940	14597	8172	7968	8708	6314	2804	0	384	384	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000574	DNA	DTC	1796	0	50	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000143	DNA	DTM	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000651_LTR	LTR	Copia	469	0	456	0	0	356	468	0	0	0	0	0	0	0	0	0	0	0	71	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000311	DNA	Helitron	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	295	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000243	DNA	Helitron	3507	311	45	375	0	233	530	0	126	1671	103	241	414	223	95	741	101	1098	277	314	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000315_LTR	LTR	Copia	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000042	DNA	Helitron	1994	1078	827	162	0	0	0	0	106	4	0	0	58	0	0	58	2	12	0	0	136	383	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000530	DNA	Helitron	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000455	DNA	Helitron	4827	0	2925	116	0	0	0	2931	61	0	0	0	0	0	623	211	164	268	549	1447	1478	4576	2475	6103	1454	5082	355	4525	1973	9367	2222	389	411	913	0	0	538	538	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000146	DNA	DTM	909	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000462	DNA	DTM	0	669	0	679	0	0	0	195	0	0	61	224	419	0	1811	1769	705	1521	1707	3054	5784	4137	1991	1870	1402	1232	173	307	828	832	444	447	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000833_LTR	LTR	Gypsy	506	0	505	2009	1089	599	0	0	0	0	789	528	51	84	1942	3080	781	1054	0	0	0	296	558	0	0	590	144	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000559_INT	LTR	Gypsy	0	0	8966	0	0	0	107	1843	11059	14654	15320	4708	1441	4880	16466	7341	342	89	8308	5612	4629	6683	15226	5434	4891	1931	0	0	984	0	311	312	0	0	0	223	713	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000246	DNA	Helitron	2980	0	35	0	0	0	0	0	0	0	0	166	159	152	0	153	0	0	326	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000667_LTR	LTR	unknown	0	0	0	0	0	597	428	132	445	298	879	0	149	0	0	0	298	294	0	140	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000692	MITE	DTA	241	242	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	237	0	169	0	0	412	106	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000726	DNA	Helitron	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000107	DNA	Helitron	6739	0	0	0	0	0	0	0	0	0	0	175	74	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000641_LTR	LTR	Gypsy	195	0	0	293	271	5694	11356	27882	12500	7612	1916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000275	DNA	Helitron	9511	0	0	0	97	291	2837	289	4797	505	1530	1962	3669	2044	1164	898	726	689	1419	1619	980	1139	737	1111	1723	446	20	935	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000451	DNA	DTA	1138	224	0	0	0	0	243	458	0	178	528	0	197	0	0	203	478	0	86	210	80	89	0	209	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000744_INT	LTR	Gypsy	0	0	0	0	0	0	5401	0	0	601	0	0	0	0	0	0	0	0	1537	46	48	0	0	1955	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000697	DNA	Helitron	2589	0	66	84	0	46	159	1591	1725	1631	1108	1848	1992	531	360	455	117	357	202	0	179	15	183	0	0	0	0	0	0	0	0	0	131	169	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000063	DNA	DTC	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000858_LTR	LTR	Copia	487	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	491	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000082	DNA	Helitron	1725	0	0	0	0	0	0	0	0	0	0	0	0	222	123	82	81	0	0	272	89	917	370	291	0	84	114	316	122	631	357	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000918	DNA	DTM	1434	0	0	0	0	0	0	131	263	473	2186	440	931	749	692	787	277	290	0	332	0	94	418	717	442	765	936	146	788	20	156	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000747_INT	LTR	Copia	4968	5691	0	0	0	0	0	0	0	0	43	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000445_LTR	LTR	Copia	383	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	374	0	327	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000283	DNA	Helitron	4405	0	0	0	0	0	0	104	84	0	0	0	0	0	0	184	270	24	0	803	734	675	0	64	11	0	174	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000904	DNA	DTM	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	296	452	598	444	264	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000883	DNA	DTM	0	0	0	0	0	0	0	220	780	220	110	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000149	DNA	DTH	2802	0	50	0	0	0	0	0	0	0	0	0	0	0	54	0	657	72	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000286	DNA	Helitron	13547	0	0	0	0	0	0	1157	124	895	989	1443	1188	1399	2400	1614	1514	1417	2757	1352	1290	556	481	1361	701	925	1341	1155	614	228	628	340	712	0	489	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000237	DNA	DTC	378	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000528	DNA	Helitron	1100	0	1913	2089	3363	1096	0	1094	0	1056	1164	0	403	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000187	DNA	Helitron	5314	0	245	0	0	0	0	0	0	0	293	0	0	38	0	0	0	0	161	0	103	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000072	DNA	DTM	4151	0	0	0	0	150	311	638	1646	52	1581	1793	1741	116	93	0	113	134	235	329	0	0	0	318	177	0	0	508	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000173	DNA	Helitron	3604	0	0	0	0	0	47	0	0	960	291	80	0	625	1254	957	3423	2840	8717	8932	8132	20392	26099	54762	75805	81890	53905	32971	28380	10946	8312	6013	2565	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000287	DNA	DTM	1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000084	DNA	DTC	2230	0	0	0	0	0	0	0	47	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000652_INT	LTR	Gypsy	4316	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	400	114	582	1121	2389	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000201	DNA	DTM	1859	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000260	DNA	Helitron	9287	694	0	179	220	36	0	0	109	122	0	488	149	0	75	260	77	159	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000349_INT	LTR	Copia	16850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2306	0	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000332_LTR	LTR	unknown	338	335	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000369_INT	LTR	Gypsy	8639	0	0	0	612	4286	0	1308	718	134	0	0	97	0	62	0	0	0	0	8742	6967	5087	931	4435	763	5222	503	133	0	177	0	0	3020	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000865	MITE	DTM	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000296	DNA	DTM	1885	1883	0	0	0	0	0	9	450	438	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	435	1626	288	1020	197	52	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000015	DNA	Helitron	6379	0	0	0	156	0	154	304	364	101	0	0	145	119	0	174	15	157	143	149	577	391	13	65	55	0	0	314	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000138	DNA	DTM	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
